corp_code,fy,기업명,군,rcept_no,doc_type,kam_seq,kam_title,reason_text,procedure_text,title_source
00200275,2020,(주)와이티엔,콘텐츠,20210318000622,연결,1,비유동자산의 손상평가,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견 형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 비유동자산의 손상평가 연결회사는 매 보고기간말마다 자산손상을 시사하는 징후가 있는지를 검토합니다. 현금창출단위에 대한 손상 징후가 있는 경우, 연결회사는 현금창출단위의 회수가능액과 장부금액을 비교하여 현금창출단위에 배분된 자산의 손상 여부를 결정합니다. 한편,영업권이 배분된 현금창출단위에는 매 보고기간 종료일마다 현금창출단위의 회수가능액을 추정하여 손상 평가를 수행하고 있습니다. 시가 총액과 순자산 장부 금액의 중요한 차이를 고려하여, 경영진은 당기말 현재 방송부문 현금창출단위에 손상 징후가 존재한다고 판단하였습니다. 경영진은 현금창출단위의 장부금액과 할인된 현금흐름예측에 근거한 사용가치를 비교하여 현금창출단위에 배분된 연결회사의 비유동자산에 대한 손상평가를 수행하였습니다. 사용가치 추정에 중요한 영향을 미치는 매출액, 영업비용, 성장률과 할인율 등의 주요 가정의 결정시 경영진의 유의적인 판단이 개입됩니다. 경영진의 유의적인 판단과 재무제표상 손상의 잠재적인 영향을 고려하여, 우리는 비유동자산의 손상평가를 핵심감사사항으로 식별하였습니다. 핵심감사사항에 대응하기 위한 우리의 감사절차는 다음을 포함합니다. - 연결회사가 고용한 외부전문가의 자격 및 적격성 평가 - 연결회사의 추정의 정확성을 평가하기 위해 할인현금흐름을 포함한 전년도 예측치를 실제 결과와 비교 - 이사회에서 승인된 최근 사업계획, 과거 실적 비교를 통해 추정 매출, 영업비용 및 성장률을 포함한 사용가치 산정 시 사용된 주요 가정의 합리성 평가 - 관측가능한 정보를 사용하여 계산된 할인율과의 비교를 통해 적용된 할인율을 평가하기 위한 내부의 가치평가 전문가 활용 - 주요 가정의 변경으로 인한 경영진의 손상 평가에 미치는 영향을 평가하기 위해 할인율 및 영구성장률에 대한 민감도 분석 수행",,lookback
00200275,2021,(주)와이티엔,콘텐츠,20220323001131,연결,1,비유동자산의 손상평가,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견 형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 비유동자산의 손상평가 연결회사는 매 보고기간말마다 자산손상을 시사하는 징후가 있는지를 검토합니다. 현금창출단위에 대한 손상 징후가 있는 경우, 연결회사는 현금창출단위의 회수가능액과 장부금액을 비교하여 현금창출단위에 배분된 자산의 손상 여부를 결정합니다. 한편,영업권이 배분된 현금창출단위에는 매 보고기간 종료일마다 현금창출단위의 회수가능액을 추정하여 손상 평가를 수행하고 있습니다. 시가 총액과 순자산 장부 금액의 중요한 차이를 고려하여, 경영진은 당기말 현재 방송부문 현금창출단위에 손상 징후가 존재한다고 판단하였습니다. 경영진은 현금창출단위의 장부금액과 할인된 현금흐름예측에 근거한 사용가치를 비교하여 현금창출단위에 배분된 회사의 비유동자산에 대한 손상평가를 수행하였습니다. 사용가치 추정에 중요한 영향을 미치는 매출액, 영업비용, 성장률과 할인율 등의 주요 가정의 결정시 유의적인 판단이 수반되어 편의가 개입될 가능성이 있으며, 그 금액이 유의적인 것으로 판단되는 바, 우리는 비유동자산의 손상평가를 핵심감사사항으로 식별하였습니다. 핵심감사사항에 대응하기 위한 우리의 감사절차는 다음을 포함합니다. - 연결회사가 고용한 외부전문가의 자격 및 적격성 평가 - 연결회사의 추정의 정확성을 평가하기 위해 할인현금흐름을 포함한 전년도 예측치를 실제 결과와 비교 - 이사회에서 승인된 최근 사업계획, 과거 실적 비교를 통해 추정 매출, 영업비용 및 성장률을 포함한 사용가치 산정 시 사용된 주요 가정의 합리성 평가 - 관측가능한 정보를 사용하여 계산된 할인율과의 비교를 통해 적용된 할인율을 평가하기 위한 내부의 가치평가 전문가 활용 - 주요 가정의 변경으로 인한 경영진의 손상 평가에 미치는 영향을 평가하기 위해 할인율 및 영구성장률에 대한 민감도 분석 수행",,lookback
00200275,2022,(주)와이티엔,콘텐츠,20230322000905,별도,1,비유동자산의 손상평가,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 재무제표감사에서 가장 유의적인사항 들입니다. 해당 사항들은 재무제표 전체에 대한 감사의 관점에서 우리의 의견 형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 비유동자산의 손상평가 회사는 매 보고기간말마다 자산손상을 시사하는 징후가 있는지를 검토합니다. 현금창출단위에 대한 손상 징후가 있는 경우, 회사는 현금창출단위의 회수가능액과 장부금액을 비교하여 현금창출단위에 배분된 자산의 손상 여부를 결정합니다. 한편,영업권이 배분된 현금창출단위에는 매 보고기간 종료일마다 현금창출단위의 회수가능액을 추정하여 손상 평가를 수행하고 있습니다. 시가 총액과 순자산 장부 금액의 중요한 차이를 고려하여, 경영진은 당기말 현재 방송부문 현금창출단위에 손상 징후가 존재한다고 판단하였습니다.경영진은 현금창출단위의 장부금액과 할인된 현금흐름예측에 근거한 사용가치를 비교하여 현금창출단위에 배분된 회사의 비유동자산에 대한 손상평가를 수행하였습니다. 사용가치 추정에 중요한 영향을 미치는 매출액, 영업비용, 성장률과 할인율 등의 주요 가정의 결정시 유의적인 판단이 수반되어 편의가 개입될 가능성이 있으며, 그 금액이 유의적인 것으로 판단되는 바, 우리는 비유동자산의 손상평가를 핵심감사사항으로 식별하였습니다.핵심감사사항에 대응하기 위한 우리의 감사절차는 다음을 포함합니다.- 회사가 고용한 외부전문가의 자격 및 적격성 평가 - 회사의 추정의 정확성을 평가하기 위해 할인현금흐름을 포함한 전년도 예측치를 실제 결과와 비교 - 이사회에서 승인된 최근 사업계획, 과거 실적 비교를 통해 추정 매출, 영업비용 및 성장률을 포함한 사용가치 산정 시 사용된 주요 가정의 합리성 평가 - 관측가능한 정보를 사용하여 계산된 할인율과의 비교를 통해 적용된 할인율을 평가하기 위한 내부의 가치평가 전문가 활용 - 주요 가정의 변경으로 인한 경영진의 손상 평가에 미치는 영향을 평가하기 위해 할인율 및 영구성장률에 대한 민감도 분석 수행",,lookback
00200275,2023,(주)와이티엔,콘텐츠,20240321000526,별도,1,비유동자산의 손상평가,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 재무제표감사에서 가장 유의적인사항 들입니다. 해당 사항들은 재무제표 전체에 대한 감사의 관점에서 우리의 의견 형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 비유동자산의 손상평가 회사는 매 보고기간말마다 자산손상을 시사하는 징후가 있는지를 검토합니다. 현금창출단위에 대한 손상 징후가 있는 경우, 회사는 현금창출단위의 회수가능액과 장부금액을 비교하여 현금창출단위에 배분된 자산의 손상 여부를 결정합니다. 한편,영업권이 배분된 현금창출단위에는 매 보고기간 종료일마다 현금창출단위의 회수가능액을 추정하여 손상 평가를 수행하고 있습니다. 시가 총액과 순자산 장부 금액의 중요한 차이를 고려하여, 경영진은 당기말 현재 방송부문 현금창출단위에 손상 징후가 존재한다고 판단하였습니다.경영진은 현금창출단위의 장부금액과 할인된 현금흐름예측에 근거한 사용가치를 비교하여 현금창출단위에 배분된 회사의 비유동자산에 대한 손상평가를 수행하였습니다. 사용가치 추정에 중요한 영향을 미치는 매출액, 영업비용, 성장률과 할인율 등의 주요 가정의 결정시 유의적인 판단이 수반되어 편의가 개입될 가능성이 있으며, 그 금액이 유의적인 것으로 판단되는 바, 우리는 비유동자산의 손상평가를 핵심감사사항으로 식별하였습니다.핵심감사사항에 대응하기 위한 우리의 감사절차는 다음을 포함합니다.- 회사가 고용한 외부전문가의 자격 및 적격성 평가 - 회사의 추정의 정확성을 평가하기 위해 할인현금흐름을 포함한 전년도 예측치를 실제 결과와 비교 - 이사회에서 승인된 최근 사업계획, 과거 실적 비교를 통해 추정 매출, 영업비용 및 성장률을 포함한 사용가치 산정 시 사용된 주요 가정의 합리성 평가 - 관측가능한 정보를 사용하여 계산된 할인율과의 비교를 통해 적용된 할인율을 평가하기 위한 내부의 가치평가 전문가 활용 - 주요 가정의 변경으로 인한 경영진의 손상 평가에 미치는 영향을 평가하기 위해 할인율 및 영구성장률에 대한 민감도 분석 수행",,lookback
00200275,2024,(주)와이티엔,콘텐츠,20250320001540,별도,1,비유동자산의 손상평가,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 재무제표감사에서 가장 유의적인사항 들입니다. 해당 사항들은 재무제표 전체에 대한 감사의 관점에서 우리의 의견 형성 시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 비유동자산의 손상평가 회사는 매 보고기간말마다 자산손상을 시사하는 징후가 있는지를 검토합니다. 현금창출단위에 대한 손상 징후가 있는 경우, 회사는 현금창출단위의 회수가능액과 장부금액을 비교하여 현금창출단위에 배분된 자산의 손상 여부를 결정합니다. 한편,영업권이 배분된 현금창출단위에는 매 보고기간 종료일마다 현금창출단위의 회수가능액을 추정하여 손상 평가를 수행하고 있습니다. 시가 총액과 순자산 장부 금액의 중요한 차이를 고려하여, 경영진은 당기말 현재 방송부문 현금창출단위에 손상 징후가 존재한다고 판단하였습니다.경영진은 현금창출단위의 장부금액과 할인된 현금흐름예측에 근거한 사용가치를 비교하여 현금창출단위에 배분된 회사의 비유동자산에 대한 손상평가를 수행하였습니다. 사용가치 추정에 중요한 영향을 미치는 매출액, 영업비용, 성장률과 할인율 등의 주요 가정의 결정시 유의적인 판단이 수반되어 편의가 개입될 가능성이 있으며, 그 금액이 유의적인 것으로 판단되는 바, 우리는 비유동자산의 손상평가를 핵심감사사항으로 식별하였습니다.핵심감사사항에 대응하기 위한 우리의 감사절차는 다음을 포함합니다.- 회사가 고용한 외부전문가의 자격 및 적격성 평가 - 회사의 추정의 정확성을 평가하기 위해 할인현금흐름을 포함한 전년도 예측치를 실제 결과와 비교 - 이사회에서 승인된 최근 사업계획, 과거 실적 비교를 통해 추정 매출, 영업비용 및 성장률을 포함한 사용가치 산정 시 사용된 주요 가정의 합리성 평가 - 관측가능한 정보를 사용하여 계산된 할인율과의 비교를 통해 적용된 할인율을 평가하기 위한 내부의 가치평가 전문가 활용 - 주요 가정의 변경으로 인한 경영진의 손상 평가에 미치는 영향을 평가하기 위해 할인율 및 영구성장률에 대한 민감도 분석 수행",,lookback
00203315,2019,(주)콘텐트리중앙,콘텐츠,20200330002955,연결,1,영업권 손상평가,"우리는 영업권 금액의 규모가 유의적이며, 회사의 현금창출단위의 사용가치 평가에 포함된 미래현금흐름 추정에는 미래 사업에 대한 예상과 할인율에 대한 경영진의 판단이 포함되므로 영업권의 손상검사에 관심을 기울였습니다. 특히, 우리는 각 현금창출단위에 배분된 영업권 중 금액적 유의성과 최근의 경영실적 등을 고려하여 메가박스중앙(주) 현금창출단위에 배분된 영업권 손상평가를 핵심감사사항으로 판단하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. - 연결회사가 활용한 외부전문가의 적격성 및 독립성 평가 - 경영진이 사용가치 추정에 사용한 가치평가모델의 적절성을 평가 - 미래 현금흐름 추정이 경영진에서 승인한 사업계획에 근거하여 합리적으로 산정되었는지 확인 - 사용가치 추정에 사용된 주요 가정의 합리성 평가 - 주요 가정의 변경이 손상 평가에 미치는 영향을 평가하기 위해 연결회사가 제시한 할인율 및 영구성장율에 대한 민감도 분석 결과 평가 (2) 리스기준서 도입에 따른 효과,subhead
00203315,2019,(주)콘텐트리중앙,콘텐츠,20200330002955,연결,2,리스기준서 도입에 따른 효과,"연결재무제표 주석16 및 37에 기술되어 있는 바와 같이, 연결회사는 기업회계기준서 제 1116호를 당기부터 적용하였으며, 이와 관련하여 연결회사가 2019년 12월 31일 현재 사용권자산으로 인식한 금액은 318,163백만원으로 연결총자산의 27.39% 입니다. 우리는 사용권자산의 측정과 관련하여 리스기간, 적용할인율 등 리스회계처리 전반에 연결회사 경영진의 추정 및 판단이 요구되는 사실을 고려하여, 해당 항목을 핵심감사사항으로 판단하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. - 리스회계처리 관련 연결회사의 정책 및 프로세스에 대한 이해 - 리스거래 포함 계약유형 식별의 완전성 검토 - 표본추출방식을 통하여 계약서에 따른 리스기간 및 금액에 대한 정확성 검토 - 적용할인율에 대한 적정성 검토 - 리스 회계처리에 대한 계산검증 수행,subhead
00203315,2020,(주)콘텐트리중앙,콘텐츠,20210317000814,연결,1,영업권 손상평가,"우리는 영업권 금액의 규모가 유의적이며, 회사의 현금창출단위의 사용가치 평가에 포함된 미래현금흐름 추정에는 미래 사업에 대한 예상과 할인율에 대한 경영진의 판단이 포함되므로 영업권의 손상검사에 관심을 기울였습니다. 특히, 우리는 각 현금창출단위에 배분된 영업권 중 금액적 유의성과 최근의 경영실적등을 고려하여 메가박스중앙(주) 현금창출단위에 배분된 영업권 손상평가를 핵심감사사항으로 판단하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. - 연결회사가 활용한 외부전문가의 적격성 및 독립성 평가 - 경영진이 사용가치 추정에 사용한 가치평가모델의 적절성을 평가 - 미래 현금흐름 추정이 경영진에서 승인한 사업계획에 근거하여 합리적으로 산정되 었는지 확인 - 사용가치 추정에 사용된 주요 가정의 합리성 평가 - 주요 가정의 변경이 손상 평가에 미치는 영향을 평가하기 위해 회사가 제시한 할인 율 및 영구성장율에 대한 민감도 분석 결과 평가,subhead
00203315,2021,(주)콘텐트리중앙,콘텐츠,20220323001342,연결,1,영업권 손상평가,"우리는 영업권 금액의 규모가 유의적이며, 회사의 현금창출단위의 사용가치 평가에 포함된 미래현금흐름 추정에는 미래 사업에 대한 예상과 할인율에 대한 경영진의 판단이 포함되므로 영업권의 손상검사에 관심을 기울였습니다. 특히, 우리는 각 현금창출단위에 배분된 영업권 중 금액적 유의성과 최근의 경영실적등을 고려하여 메가박스중앙(주) 현금창출단위에 배분된 영업권 손상평가를 핵심감사사항으로 판단하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. - 연결회사가 활용한 외부전문가의 적격성 및 독립성 평가 - 경영진이 사용가치 추정에 사용한 가치평가모델의 적절성을 평가 - 미래 현금흐름 추정이 경영진에서 승인한 사업계획에 근거하여 합리적으로 산정되 었는지 확인 - 사용가치 추정에 사용된 주요 가정의 합리성 평가 - 주요 가정의 변경이 손상 평가에 미치는 영향을 평가하기 위해 회사가 제시한 할인 율 및 영구성장율에 대한 민감도 분석 결과 평가,subhead
00203315,2022,(주)콘텐트리중앙,콘텐츠,20230321001329,연결,1,영업권 손상평가,"우리는 영업권 금액의 규모가 유의적이며, 회사의 현금창출단위의 사용가치 평가에 포함된 미래현금흐름 추정에는 미래 사업에 대한 예상과 할인율에 대한 경영진의 판단이 포함되므로 영업권의 손상검사에 관심을 기울였습니다. 특히, 우리는 각 현금창출단위에 배분된 영업권 중 금액적 유의성과 최근의 경영실적등을 고려하여 메가박스중앙(주) 등의 현금창출단위에 배분된 영업권 손상평가를 핵심감사사항으로 판단하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. - 연결회사가 활용한 외부전문가의 적격성 및 독립성 평가 - 경영진이 사용가치 추정에 사용한 가치평가모델의 적절성을 평가 - 미래 현금흐름 추정이 경영진에서 승인한 사업계획에 근거하여 합리적으로 산정되 었는지 확인 - 사용가치 추정에 사용된 주요 가정의 합리성 평가 - 주요 가정의 변경이 손상 평가에 미치는 영향을 평가하기 위해 회사가 제시한 할인 율 및 영구성장율에 대한 민감도 분석 결과 평가,subhead
00203315,2023,(주)콘텐트리중앙,콘텐츠,20240320001970,연결,1,회수가능가액의 산출에는 미래현금흐름의 추정,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다 . 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. 연결재무제표에 대한 주석 2와 17에서 설명하는 바와 같이, 연결회사는 영업권이 배분된 현금창출단위에 대해 매년 할인된 현금흐름법에 근거한 사용가치 계산을 통해 손상검사를 수행하고 있습니다. 연결회사의 주요 부문인 메가박스중앙주식회사는 자산손상 징후가 지속되고 있고, 동 현금창출단위에 배분된 영업권의 규모가 유의적입니다. 회수가능가액의 산출에는 미래현금흐름의 추정 , 성장률 및 할인율 등에 경영진의 유의적인 가정과 판단이 수반되고, 연결회사의 재무제표에 미칠 수 있는 잠재적인 영향이 중요하므로, 우리는 메가박스중앙주식회사 현금창출단위에 배분된 영업권의 손상검사를 핵심감사사항으로 결정하였습니다. 핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다 .우리는 이와 같은 감사절차의 수행 시 가치평가전문가를 감사팀에 포함하였습니다. - 손상검사와 관련한 회사의 회계정책 및 내부통제의 이해와 평가 - 경영진이 회수가능가액 추정에 사용한 가치평가 방법, 사용된 가정(할인율 등)의 적절성 평가 - 미래 추정현금흐름이 시장참여자 관점에서 조정된 일부 현금흐름을 제외하고 경영진이 승인한 사업계획에 기초하는지 확인 - 과거 추정과 실제 성과, 외부 시장정보, 거시경제환경 및 시장상황을 비교하여 추정의 합리성 평가 - 회수가능가액을 평가하는데 참여한 경영진 측 전문가의 적격성 및 객관성 평가 - 회수가능가액 계산의 정확성 검증 및 주요 가정들의 민감도 분석 - 현금창출단위에 배부된 비교대상 장부가액의 적절성 확인",,lookback
00203315,2024,(주)콘텐트리중앙,콘텐츠,20250320001749,연결,1,메가박스중앙 주식회사의 현금창출단위에 대한 손상검사,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다.연결재무제표에 대한 주석 2, 14, 16 및 17에서 설명하는 바와 같이, 연결회사의 주요 부문인 메가박스중앙 주식회사는 손상징후가 식별된 현금창출단위에 대하여 할인된 현금흐름법에 근거한 사용가치 계산을 통해 손상검사를 수행하였고, 당기 중 12,258백만원의 유무형자산 및 사용권자산 손상차손을 인식하였습니다.회수가능가액의 산출에는 미래현금흐름의 추정, 성장률 및 할인율 등에 경영진의 유의적인 가정과 판단이 수반되고, 연결회사의 재무제표에 미칠 수 있는 잠재적인 영향이 중요하므로, 우리는 메가박스중앙 주식회사의 현금창출단위에 대한 손상검사를 핵심감사사항으로 결정하였습니다.핵심감사사항에 대응하기 위하여 우리는 메가박스중앙 주식회사의 부문감사인이 수행한 다음 업무에 대해 관여하고 부문감사인의 감사조서를 검토하였습니다. - 현금창출단위 손상검사와 관련한 부문의 회계정책 및 내부통제의 이해 - 부문감사인의 내부 가치평가전문가 활용을 통하여 경영진의 회수가능가액 추정에 사용한 가치평가 방법, 사용된 가정(할인율 등)의 적절성 평가 - 미래 추정현금흐름이 시장참여자 관점에서 조정된 일부 현금흐름을 제외하고 경영진이 승인한 사업계획에 기초하는지 확인 - 과거 추정과 실제 성과, 외부 시장정보, 거시경제환경 및 시장상황을 비교하여 추정의 합리성 평가 - 회수가능가액을 평가하는데 참여한 경영진 측 전문가의 적격성 및 독립성 평가 - 회수가능가액 계산의 정확성 검증 및 주요 가정들의 민감도 분석 - 현금창출단위의 비교대상 장부가액 산정의 적절성 확인",,decl
00204642,2019,(주)티비씨,콘텐츠,20200330000512,연결,1,CPS(Cost Per Subscriber)매출,": 2019년 12월 31일로 종료하는 보고기간 중 연결회사는 IPTV, 케이블SO 및 위성방송 등의 유료방송업자와 지상파방송 공급계약을 체결하고 그 방송프로그램을 공급한 대가로 9,182백만원을 매출로 인식하였으며, 2018년 12월 31일로 종료하는 보고기간 중에 매출로 인식한 4,332백만원보다 4,850백만원이 증가하였습니다. 매출은 고객과의 계약 및 판매조건에 따라 다양한 이행의무가 존재하고 각 재화나 용역의 통제의 이전 시기가 다르기 때문에 수익인식기준 적용에 대한 경영진의 판단이 요구됩니다. 따라서 판단의 오류에 따른 수익의 과대계상 위험에 노출되어 있어 우리는 CPS매출을 핵심감사사항으로 결정하였습니다.",": CPS매출에 대하여 우리가 수행한 주요 감사절차는 다음과 같습니다. - 연결회사의 수익인식 프로세스와 회계정책 및 관련 통제활동에 대한 이해 및 평가 - 계약서 검토를 통한 수익인식 기준 적용의 타당성 검토 - 수익금액의 계산ㆍ결정, 대금청구ㆍ회수 및 회계처리에 대한 입증감사절차",subhead
00204642,2020,(주)티비씨,콘텐츠,20210317000389,연결,1,수익인식의 적정성,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에 서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. (1) 수익인식의 적정성 연결회사의 매출은 방송광고수익과 사업수익 등으로 구성되어 있습니다. 각각의 매출 형태별로 수익의 인식과 관련하여서는 고유한 위험이 존재합니다. 이러한 관점에서 수익의 인식과 관련한 기간귀속 및 과대 계상오류의 가능성이 존재한다고 가정을 하였으며, 이에 따라 수익인식의 적정성을 핵심감사사항으로 판단하였습니다. 이와 관련하여 ",우리가 수행한 주요 감사절차는 다음과 같습니다. - 주요 매출 거래유형의 식별 및 계약서를 통한 회계처리 검토 - 매출수익인식에 관한 인식기준 및 회계처리의 타당성 검토 - 회계기간 중 기록된 매출 거래 중 추출된 표본 매출거래의 실증절차 수행 - 보고기간말 전후의 매출에 대한 증빙과 수익인식시점의 적정성 확인,lookback
00204642,2021,(주)티비씨,콘텐츠,20220316000640,연결,1,수익인식의 적정성,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. (1) 수익인식의 적정성 연결회사의 매출은 방송광고수익과 사업수익 등으로 구성되어 있습니다. 각각의 매출 형태별로 수익의 인식과 관련하여서는 고유한 위험이 존재합니다. 이러한 관점에서 수익의 인식과 관련한 기간귀속 및 과대 계상오류의 가능성이 존재한다고 가정을 하였으며, 이에 따라 수익인식의 적정성을 핵심감사사항으로 판단하였습니다. 이와 관련하여 ",우리가 수행한 주요 감사절차는 다음과 같습니다. - 주요 매출 거래유형의 식별 및 계약서를 통한 회계처리 검토 - 매출수익인식에 관한 인식기준 및 회계처리의 타당성 검토 - 회계기간 중 기록된 매출 거래 중 추출된 표본 매출거래의 실증절차 수행 - 보고기간말 전후의 매출에 대한 증빙과 수익인식시점의 적정성 확인,lookback
00204642,2022,(주)티비씨,콘텐츠,20230315001317,연결,1,수익인식의 적정성,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. (1) 수익인식의 적정성연결회사의 매출은 방송광고수익과 사업수익 등으로 구성되어 있습니다. 각각의 매출 형태별로 수익의 인식과 관련하여서는 고유한 위험이 존재합니다. 이러한 관점에서 수익의 인식과 관련한 기간귀속 및 과대 계상오류의 가능성이 존재한다고 가정을 하였으며, 이에 따라 수익인식의 적정성을 핵심감사사항으로 판단하였습니다.이와 관련하여 ",우리가 수행한 주요 감사절차는 다음과 같습니다.- 주요 매출 거래유형의 식별 및 계약서를 통한 회계처리 검토- 매출수익인식에 관한 인식기준 및 회계처리의 타당성 검토- 회계기간 중 기록된 매출 거래 중 추출된 표본 매출거래의 실증절차 수행- 보고기간말 전후의 매출에 대한 증빙과 수익인식시점의 적정성 확인,decl
00204642,2023,(주)티비씨,콘텐츠,20240321001617,연결,1,수익인식의 적정성,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 연결재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다. (1) 수익인식의 적정성연결회사의 매출은 방송광고수익과 사업수익 등으로 구성되어 있습니다. 각각의 매출 형태별로 수익의 인식과 관련하여서는 고유한 위험이 존재합니다. 이러한 관점에서 수익의 인식과 관련한 기간귀속 및 과대 계상오류의 가능성이 존재한다고 가정을 하였으며, 이에 따라 수익인식의 적정성을 핵심감사사항으로 판단하였습니다.이와 관련하여 ",우리가 수행한 주요 감사절차는 다음과 같습니다.- 주요 매출 거래유형의 식별 및 계약서를 통한 회계처리 검토- 매출수익인식에 관한 인식기준 및 회계처리의 타당성 검토- 회계기간 중 기록된 매출 거래 중 추출된 표본 매출거래의 실증절차 수행- 보고기간말 전후의 매출에 대한 증빙과 수익인식시점의 적정성 확인,decl
00204642,2024,(주)티비씨,콘텐츠,20250320000674,연결,1,수익인식의 적정성,"연결회사의 매출은 방송광고수익과 사업수익 등으로 구성되어 있습니다. 고객과의계약에서 연결회사는 재화나 용역의 통제가 고객에 이전되었을 때, 해당 재화나 용역의 대가로 받을 권리를 갖게 될 것으로 예상하는 대가를 반영하는 금액으로 수익을 인식합니다 수익은 연결회사의 주요 성과지표 중 하나이며, 이해관계자들이 주된 관심을 가지고 있는 지표로 목표 또는 기대치를 달성하기 위한 과대계상 위험이 존재합니다. 고객과의 거래 조건에 따라 수행의무의 범위와 통제이전시기가 다양할 수 있으며, 이에 대한 경영진의 판단이 요구되므로 수익인식의 적정성을 핵심감사사항으로 선정하였습니다.",핵심감사사항에 대응하기 위하여 우리는 다음을 포함한 감사절차를 수행하였습니다. ㆍ매출 인식 관련 회사의 수익 인식 회계정책의 적정성 검토ㆍ수익인식 관련 내부통제에 대한 이해와 평가ㆍ당기 중 발생한 매출거래에 대하여 표본추출방식을 이용한 실증절차ㆍ보고기간말 전ㆍ후에 발생한 매출에 대하여 발생증빙과 회사의 수익인식시점 비교,subhead
